Word 1,Word 2,Risultati
drink,mother,2.6149597780361984
car,automobile,3.713572066704308
gem,jewel,3.713572066704308
journey,voyage,3.713572066704308
boy,lad,3.713572066704308
coast,shore,3.713572066704308
asylum,madhouse,3.713572066704308
magician,wizard,3.713572066704308
midday,noon,3.713572066704308
furnace,stove,1.148622709242771
food,fruit,2.1041341542702074
bird,cock,3.713572066704308
bird,crane,3.713572066704308
tool,implement,3.713572066704308
brother,monk,3.713572066704308
crane,implement,3.0204248861443626
lad,brother,1.7676619176489945
journey,car,1.410986973710262
monk,oracle,1.6341305250244718
cemetery,woodland,1.5163474893680884
food,rooster,0.9409833444645266
coast,hill,2.6149597780361984
forest,graveyard,1.5163474893680884
shore,woodland,2.1041341542702074
monk,slave,3.0204248861443626
coast,forest,1.9218125974762528
lad,wizard,2.1041341542702074
chord,smile,1.9218125974762528
glass,magician,1.7676619176489945
noon,string,1.3156767939059373
rooster,voyage,0.9409833444645266
money,dollar,2.1041341542702074
money,cash,2.6149597780361984
money,currency,3.713572066704308
money,wealth,3.713572066704308
money,property,3.713572066704308
money,possession,3.713572066704308
money,bank,1.6341305250244718
money,deposit,3.713572066704308
money,withdrawal,1.148622709242771
money,laundering,1.5163474893680884
money,operation,1.410986973710262
tiger,jaguar,2.6149597780361984
tiger,feline,3.713572066704308
tiger,carnivore,3.713572066704308
tiger,mammal,3.713572066704308
tiger,animal,3.713572066704308
tiger,organism,3.713572066704308
tiger,fauna,3.713572066704308
tiger,zoo,1.6341305250244718
psychology,psychiatry,1.7676619176489945
psychology,anxiety,1.148622709242771
psychology,fear,1.5163474893680884
psychology,depression,1.5163474893680884
psychology,clinic,1.074514737089049
psychology,doctor,1.410986973710262
psychology,Freud,1.5163474893680884
psychology,mind,1.7676619176489945
psychology,health,1.074514737089049
psychology,science,3.713572066704308
psychology,discipline,3.713572066704308
psychology,cognition,3.713572066704308
planet,star,2.6149597780361984
planet,constellation,2.327277705584417
planet,moon,2.327277705584417
planet,sun,2.327277705584417
planet,galaxy,1.6341305250244718
planet,space,1.7676619176489945
planet,astronomer,1.9218125974762528
precedent,example,3.713572066704308
precedent,information,3.713572066704308
precedent,cognition,3.713572066704308
precedent,law,3.713572066704308
precedent,collection,3.713572066704308
precedent,group,3.713572066704308
precedent,antecedent,3.713572066704308
cup,coffee,1.9218125974762528
cup,tableware,3.713572066704308
cup,article,3.713572066704308
cup,artifact,3.713572066704308
cup,object,3.713572066704308
cup,entity,3.713572066704308
cup,drink,3.713572066704308
cup,food,3.713572066704308
cup,substance,3.713572066704308
cup,liquid,3.713572066704308
jaguar,cat,3.713572066704308
jaguar,car,0.7691330875378672
energy,secretary,1.3156767939059373
secretary,senate,1.074514737089049
energy,laboratory,1.3156767939059373
computer,laboratory,1.3156767939059373
weapon,secret,1.6341305250244718
FBI,fingerprint,1.2286654169163076
FBI,investigation,0.8803587226480918
investigation,effort,2.327277705584417
Mars,water,2.6149597780361984
Mars,scientist,2.1041341542702074
news,report,3.713572066704308
canyon,landscape,1.410986973710262
image,surface,2.327277705584417
discovery,space,1.7676619176489945
water,seepage,1.3156767939059373
sign,recess,3.0204248861443626
Wednesday,news,1.2286654169163076
mile,kilometer,2.327277705584417
computer,news,1.3156767939059373
territory,surface,1.9218125974762528
atmosphere,landscape,1.7676619176489945
president,medal,1.148622709242771
war,troops,2.1041341542702074
record,number,3.713572066704308
skin,eye,2.327277705584417
Japanese,American,3.713572066704308
theater,history,1.410986973710262
volunteer,motto,1.7676619176489945
prejudice,recognition,1.9218125974762528
decoration,valor,1.2286654169163076
century,year,2.6149597780361984
century,nation,1.9218125974762528
delay,racism,1.7676619176489945
delay,news,1.7676619176489945
minister,party,2.327277705584417
peace,plan,1.7676619176489945
minority,peace,1.9218125974762528
attempt,peace,1.7676619176489945
government,crisis,1.7676619176489945
deployment,departure,2.1041341542702074
deployment,withdrawal,2.1041341542702074
energy,crisis,1.7676619176489945
announcement,news,2.1041341542702074
announcement,effort,1.410986973710262
stroke,hospital,1.5163474893680884
disability,death,1.6341305250244718
victim,emergency,1.410986973710262
treatment,recovery,1.9218125974762528
journal,association,1.5163474893680884
doctor,personnel,1.7676619176489945
doctor,liability,1.7676619176489945
liability,insurance,1.7676619176489945
school,center,2.6149597780361984
reason,hypertension,1.5163474893680884
reason,criterion,1.9218125974762528
hundred,percent,1.6341305250244718
Harvard,Yale,3.713572066704308
hospital,infrastructure,1.2286654169163076
death,row,2.1041341542702074
death,inmate,1.7676619176489945
lawyer,evidence,1.3156767939059373
life,death,2.6149597780361984
life,term,3.713572066704308
word,similarity,1.9218125974762528
board,recommendation,1.7676619176489945
governor,interview,1.2286654169163076
OPEC,country,1.7676619176489945
peace,atmosphere,2.1041341542702074
peace,insurance,2.327277705584417
territory,kilometer,1.148622709242771
travel,activity,2.327277705584417
competition,price,2.1041341542702074
consumer,confidence,1.2286654169163076
consumer,energy,1.410986973710262
problem,airport,1.074514737089049
car,flight,1.410986973710262
credit,card,2.1041341542702074
credit,information,2.327277705584417
hotel,reservation,1.3156767939059373
grocery,money,1.074514737089049
registration,arrangement,1.7676619176489945
arrangement,accommodation,1.7676619176489945
month,hotel,1.2286654169163076
type,kind,3.713572066704308
arrival,hotel,1.410986973710262
bed,closet,2.327277705584417
closet,clothes,1.6341305250244718
situation,conclusion,1.7676619176489945
situation,isolation,2.327277705584417
impartiality,interest,1.7676619176489945
direction,combination,1.7676619176489945
street,place,1.7676619176489945
street,avenue,3.713572066704308
street,block,1.9218125974762528
street,children,1.3156767939059373
listing,proximity,1.410986973710262
listing,category,1.9218125974762528
cell,phone,3.713572066704308
production,hike,1.7676619176489945
benchmark,index,2.327277705584417
media,trading,2.1041341542702074
media,gain,2.1041341542702074
dividend,payment,3.713572066704308
dividend,calculation,1.148622709242771
calculation,computation,3.713572066704308
currency,market,1.6341305250244718
OPEC,oil,1.5163474893680884
oil,stock,3.0204248861443626
announcement,production,1.7676619176489945
announcement,warning,1.9218125974762528
profit,warning,3.0204248861443626
profit,loss,1.9218125974762528
dollar,yen,2.327277705584417
dollar,buck,3.713572066704308
dollar,profit,1.7676619176489945
dollar,loss,1.410986973710262
computer,software,1.148622709242771
network,hardware,2.1041341542702074
phone,equipment,3.713572066704308
equipment,maker,1.7676619176489945
luxury,car,1.0055218656020977
five,month,2.1041341542702074
report,gain,3.0204248861443626
investor,earning,1.7676619176489945
liquid,water,3.713572066704308
baseball,season,1.410986973710262
game,victory,1.7676619176489945
game,team,2.1041341542702074
marathon,sprint,2.327277705584417
game,series,2.6149597780361984
game,defeat,3.713572066704308
seven,series,2.327277705584417
seafood,sea,1.6341305250244718
seafood,food,3.713572066704308
seafood,lobster,3.713572066704308
lobster,food,3.713572066704308
lobster,wine,1.410986973710262
food,preparation,1.7676619176489945
video,archive,1.5163474893680884
start,year,1.9218125974762528
start,match,3.0204248861443626
game,round,3.713572066704308
boxing,round,3.0204248861443626
championship,tournament,2.6149597780361984
fighting,defeating,3.713572066704308
line,insurance,1.6341305250244718
day,summer,3.0204248861443626
summer,drought,2.327277705584417
summer,nature,2.1041341542702074
day,dawn,3.713572066704308
nature,environment,1.9218125974762528
environment,ecology,3.713572066704308
nature,man,2.327277705584417
man,woman,2.6149597780361984
man,governor,1.9218125974762528
murder,manslaughter,2.6149597780361984
soap,opera,1.9218125974762528
opera,performance,2.327277705584417
life,lesson,1.410986973710262
focus,life,1.9218125974762528
production,crew,1.410986973710262
television,film,2.1041341542702074
lover,quarrel,1.3156767939059373
viewer,serial,1.9218125974762528
possibility,girl,1.3156767939059373
population,development,1.7676619176489945
morality,importance,2.1041341542702074
morality,marriage,1.6341305250244718
Mexico,Brazil,3.713572066704308
gender,equality,1.6341305250244718
change,attitude,2.1041341542702074
family,planning,1.9218125974762528
opera,industry,1.7676619176489945
sugar,approach,2.1041341542702074
practice,institution,3.713572066704308
ministry,culture,1.6341305250244718
problem,challenge,1.9218125974762528
size,prominence,1.9218125974762528
country,citizen,1.410986973710262
planet,people,1.6341305250244718
development,issue,2.327277705584417
experience,music,2.1041341542702074
music,project,2.327277705584417
glass,metal,3.0204248861443626
aluminum,metal,3.713572066704308
chance,credibility,2.1041341542702074
exhibit,memorabilia,1.6341305250244718
concert,virtuoso,2.327277705584417
rock,jazz,2.6149597780361984
museum,theater,1.7676619176489945
observation,architecture,1.9218125974762528
space,world,2.6149597780361984
preservation,world,2.1041341542702074
admission,ticket,1.7676619176489945
shower,thunderstorm,1.7676619176489945
shower,flood,2.1041341542702074
weather,forecast,2.6149597780361984
disaster,area,1.5163474893680884
governor,office,1.410986973710262
architecture,century,1.3156767939059373
